customerNumber (CIF),cardLast4Digits,transactionDate,transactionTime,transactionAmount,transactionType,merchantName,merchantCity,merchantState,merchantZip,stateCode
24010413,7008,08/02/2021,1:28,3547,mastercard,Trunyx,Raleigh,North Carolina,8226,NC
31229608,1328,11/02/2021,12:59,14955,bankcard,Bluezoom,Indianapolis,Indiana,7511,IN
81386594,8488,06/21/2021,9:02,34394,jcb,Jetpulse,Philadelphia,Pennsylvania,7666,PA
90241633,6373,03/01/2022,19:36,69185,switch,Yodel,Anniston,Alabama,9895,AL
60744331,2716,08/16/2021,20:58,82269,diners-club-carte-blanche,Mudo,Houston,Texas,9930,TX
73653724,9031,12/01/2021,5:59,15335,jcb,Dynava,New York City,New York,9406,NY
19096381,5258,10/09/2021,19:58,92883,jcb,Feedfire,Los Angeles,California,7042,CA
29303829,9458,12/18/2021,7:28,78622,mastercard,Dynabox,Manassas,Virginia,5299,VA
43881447,4472,07/06/2021,11:07,31220,diners-club-international,Voomm,Albany,New York,3918,NY
67566221,7756,10/31/2021,8:53,91451,jcb,Blogtag,El Paso,Texas,2077,TX
37561792,1242,04/07/2021,13:07,72500,switch,Wordtune,Daytona Beach,Florida,2786,FL
41920333,6097,11/05/2021,1:43,82644,jcb,Agimba,Lexington,Kentucky,9347,KY
37690251,8826,09/12/2021,17:30,12229,diners-club-international,Dabfeed,Cincinnati,Ohio,3847,OH
24595196,8840,11/14/2021,20:37,3251,mastercard,Thoughtbeat,Charlotte,North Carolina,9289,NC
96883314,9795,05/29/2021,21:57,19140,visa-electron,Rhybox,Riverside,California,3279,CA
59821754,5989,06/28/2021,12:51,42269,jcb,Topicshots,Madison,Wisconsin,1223,WI
65110127,2907,02/02/2022,4:32,51695,jcb,Yodoo,Suffolk,Virginia,1419,VA
18575801,2472,07/14/2021,21:59,28506,americanexpress,Kazio,Orange,California,1813,CA
40152131,3774,05/20/2021,21:41,93033,diners-club-us-ca,Skynoodle,Milwaukee,Wisconsin,3623,WI
76036545,7610,10/23/2021,12:06,25658,diners-club-us-ca,Skibox,New York City,New York,3446,NY
52016598,2854,06/22/2021,4:13,14485,visa-electron,Tagcat,Washington,District of Columbia,4716,DC
76668475,9312,06/25/2021,7:34,99043,jcb,Browsedrive,Winston Salem,North Carolina,9988,NC
41525095,8773,02/18/2022,21:34,94489,visa,Topicstorm,Tucson,Arizona,7022,AZ
31643650,1537,05/21/2021,9:42,39283,diners-club-enroute,Fivespan,Cincinnati,Ohio,6513,OH
80439490,1651,03/19/2022,8:11,71683,americanexpress,Yakidoo,Hartford,Connecticut,3766,CT
68272574,1769,03/06/2022,2:06,28659,maestro,Mita,Nashville,Tennessee,3684,TN
