customerNumber (CIF),cardLast4Digits,transactionDate,transactionTime,transactionAmount,transactionType,merchantName,merchantCity,merchantState,merchantZip,stateCode
65006867,7606,12/20/2021,3:45,51337,americanexpress,Wordware,Oklahoma City,Oklahoma,8391,OK
63655964,2110,07/02/2021,15:06,68842,jcb,Feednation,Norfolk,Virginia,7999,VA
50981605,4487,02/05/2022,9:48,25395,jcb,Mynte,Port Charlotte,Florida,9096,FL
46060929,5267,06/14/2021,17:27,22175,diners-club-carte-blanche,Zoozzy,Gilbert,Arizona,7325,AZ
98821232,7603,01/04/2022,16:07,83552,jcb,Chatterbridge,Houston,Texas,5236,TX
62141389,2574,07/27/2021,7:29,48752,bankcard,Vinder,San Diego,California,3524,CA
89747213,9712,03/07/2022,5:03,57777,jcb,Voolia,Washington,District of Columbia,6949,DC
17793927,5877,06/26/2021,23:56,96132,switch,Realcube,Detroit,Michigan,7879,MI
24312026,2817,07/14/2021,10:07,71271,jcb,Chatterpoint,Sacramento,California,4386,CA
50975329,3599,07/21/2021,12:50,84847,china-unionpay,Oyonder,Los Angeles,California,5436,CA
36533718,5257,12/23/2021,12:01,18176,jcb,Meetz,South Lake Tahoe,California,2262,CA
15134238,9704,09/07/2021,13:24,66135,mastercard,Rhycero,Oklahoma City,Oklahoma,3043,OK
15199803,6960,04/05/2022,14:23,74174,maestro,Eayo,Cleveland,Ohio,5112,OH
62860613,4684,11/05/2021,6:40,47545,switch,LiveZ,New York City,New York,2562,NY
82218919,2282,03/08/2022,21:29,96746,jcb,Kayveo,Sacramento,California,3395,CA
71146998,7220,04/11/2021,10:01,65797,jcb,Vipe,San Diego,California,6348,CA
60964016,5659,12/10/2021,1:02,85853,diners-club-enroute,Twitterbridge,Sacramento,California,6493,CA
51849414,7273,07/11/2021,18:33,33538,jcb,Jaloo,Austin,Texas,2155,TX
36544405,3857,09/20/2021,16:16,94797,jcb,Flashdog,Denver,Colorado,2048,CO
47199432,5989,08/17/2021,0:19,81600,jcb,Topicware,Saint Paul,Minnesota,5028,MN
48596462,6856,10/14/2021,4:37,52906,jcb,Camido,Boston,Massachusetts,4935,MA
42081419,6804,10/01/2021,2:03,18939,mastercard,Photobug,Petaluma,California,7177,CA
30679552,3107,09/29/2021,17:58,48005,jcb,Topdrive,Salt Lake City,Utah,5185,UT
77208234,3126,09/21/2021,18:00,73528,jcb,Topicware,San Antonio,Texas,9852,TX
42674516,8172,11/06/2021,7:45,57920,maestro,Zoovu,Columbus,Ohio,8689,OH
17639003,1151,07/19/2021,7:18,48637,jcb,Centizu,Shawnee Mission,Kansas,9340,KS
82854896,5522,06/16/2021,6:45,15347,diners-club-enroute,Voolith,Fort Wayne,Indiana,4289,IN
17150432,6226,06/17/2021,8:50,81367,jcb,Abata,Austin,Texas,2420,TX
23802648,5050,10/22/2021,0:48,26616,diners-club-carte-blanche,Minyx,Houston,Texas,6608,TX
40541702,1658,01/26/2022,17:56,36142,switch,Jabbersphere,New York City,New York,5271,NY
35875782,5887,05/14/2021,23:48,3878,maestro,Mycat,Cleveland,Ohio,5770,OH
61793496,2782,11/01/2021,2:16,77054,jcb,Riffwire,Charlotte,North Carolina,1824,NC
93041736,6618,10/13/2021,20:06,68094,mastercard,Trilia,Iowa City,Iowa,2470,IA
97297600,1831,01/25/2022,13:48,43164,bankcard,Eidel,Glendale,Arizona,6929,AZ
35291132,7217,11/22/2021,3:13,35667,jcb,Rhybox,Bronx,New York,2876,NY
97787969,7284,09/20/2021,4:01,17993,diners-club-carte-blanche,Brightbean,Greensboro,North Carolina,3286,NC
66869520,6118,04/13/2021,8:03,30543,diners-club-us-ca,Jabbertype,Kansas City,Missouri,6304,MO
58171371,2244,09/07/2021,0:14,94383,americanexpress,Twitterbeat,Washington,District of Columbia,7306,DC
42992216,4322,04/10/2021,13:50,3504,jcb,Camido,Santa Cruz,California,4461,CA
20157622,8091,04/21/2021,18:05,89896,diners-club-enroute,Jabberstorm,Saint Louis,Missouri,5113,MO
46633996,8080,09/16/2021,14:14,55230,instapayment,Izio,Everett,Washington,5982,WA
37822534,1941,12/19/2021,18:01,24380,mastercard,Skalith,Washington,District of Columbia,2570,DC
88849846,2076,11/29/2021,18:11,9446,jcb,Thoughtbridge,Austin,Texas,4257,TX
24297483,3352,12/03/2021,22:19,79886,americanexpress,Ntags,Akron,Ohio,7924,OH
83074565,6010,03/10/2022,9:06,60904,switch,Quinu,Jeffersonville,Indiana,4686,IN
58130276,2315,08/25/2021,7:51,3384,jcb,Blogtags,Wilmington,Delaware,5498,DE
56366616,3558,05/31/2021,2:17,14365,diners-club-international,Riffpedia,Juneau,Alaska,7289,AK
41135939,6583,03/03/2022,13:58,66688,laser,Ainyx,Huntington,West Virginia,7502,WV
51599816,4212,04/29/2021,9:01,87505,mastercard,Jayo,Baltimore,Maryland,5088,MD
86472523,4323,02/25/2022,21:08,81076,diners-club-enroute,Flipopia,San Angelo,Texas,8210,TX
90377228,8522,11/25/2021,21:20,21053,diners-club-carte-blanche,Rhybox,Dayton,Ohio,3799,OH
36646352,9516,02/25/2022,10:03,55378,jcb,Skippad,Norcross,Georgia,6037,GA
89738262,9633,09/03/2021,3:36,66289,jcb,Plajo,Gaithersburg,Maryland,2845,MD
47725789,2946,01/13/2022,8:11,37730,jcb,Jabbersphere,Phoenix,Arizona,5174,AZ
98534732,5204,04/11/2021,19:05,6983,visa-electron,Bubblemix,Springfield,Illinois,1626,IL
46813884,4431,10/23/2021,9:54,68952,china-unionpay,Yombu,Colorado Springs,Colorado,6881,CO
19399616,5616,02/24/2022,6:53,24599,jcb,Zoomzone,Mobile,Alabama,5414,AL
44447758,4323,02/07/2022,21:27,63147,jcb,Wordtune,Dallas,Texas,3051,TX
75897933,4944,07/10/2021,19:25,96937,visa,Voonyx,Jamaica,New York,4650,NY
41568639,9487,08/05/2021,5:01,32911,visa,Voonyx,Seattle,Washington,7801,WA
72849729,6708,01/08/2022,10:57,82804,jcb,Jetpulse,Grand Rapids,Michigan,5972,MI
51354120,7414,07/31/2021,16:33,20134,bankcard,Innotype,Kansas City,Missouri,3921,MO
35253560,9905,05/11/2021,14:45,37065,diners-club-enroute,Thoughtbridge,Milwaukee,Wisconsin,3826,WI
12992023,8267,10/08/2021,2:20,35641,china-unionpay,Thoughtstorm,Philadelphia,Pennsylvania,8580,PA
90224225,4254,01/30/2022,7:10,30786,jcb,Skipstorm,Houston,Texas,5708,TX
16027102,1330,02/27/2022,5:12,45790,instapayment,Avavee,Fort Lauderdale,Florida,5315,FL
26989425,6044,06/27/2021,23:05,18128,americanexpress,Youopia,Austin,Texas,3730,TX
17570095,4000,04/27/2021,12:18,10173,mastercard,Mudo,Newton,Massachusetts,5584,MA
22134305,6929,12/22/2021,11:57,54853,jcb,Meetz,Springfield,Missouri,3722,MO
82790797,2801,11/11/2021,0:09,56240,jcb,Omba,Sarasota,Florida,4716,FL
57708552,5845,05/02/2021,19:10,5120,americanexpress,Quimba,Kansas City,Missouri,9587,MO
44718030,4566,05/30/2021,10:13,87316,switch,Yombu,Riverside,California,1526,CA
65868059,8823,05/24/2021,2:54,80998,switch,Katz,Waco,Texas,2660,TX
71098361,7195,09/02/2021,14:45,70101,mastercard,Minyx,El Paso,Texas,4304,TX
