customerNumber (CIF),cardLast4Digits,transactionDate,transactionTime,transactionAmount,transactionType,merchantName,merchantCity,merchantState,merchantZip,stateCode
57001422,6877,10/29/2021,21:14,52908,americanexpress,Oyoloo,El Paso,Texas,5222,TX
34944628,7190,04/09/2021,5:38,97338,instapayment,Quire,Vancouver,Washington,6868,WA
83837378,6293,06/06/2021,20:28,84790,diners-club-enroute,Vipe,Springfield,Massachusetts,3398,MA
28089885,6818,02/28/2022,19:55,6104,visa,Myworks,Huntington Beach,California,8101,CA
62795825,5733,04/08/2021,8:04,3210,visa,Feedmix,Memphis,Tennessee,1920,TN
84781128,9361,02/27/2022,12:30,2753,solo,Voomm,Macon,Georgia,9361,GA
84451519,3072,03/31/2022,16:49,74054,jcb,Ozu,Houston,Texas,1565,TX
76864620,5485,07/10/2021,12:22,69725,bankcard,Tavu,Pomona,California,6441,CA
44236333,5404,02/08/2022,18:28,62716,jcb,Izio,Spartanburg,South Carolina,9648,SC
89320964,8414,01/09/2022,6:34,34695,mastercard,Eidel,High Point,North Carolina,4722,NC
46842163,6639,11/09/2021,1:51,60724,jcb,Cogidoo,Hayward,California,5712,CA
23307237,8374,10/08/2021,22:19,54577,visa,Browseblab,Hartford,Connecticut,3854,CT
84709048,5254,11/08/2021,9:49,92877,jcb,Devcast,Washington,District of Columbia,7358,DC
40331007,9767,11/13/2021,0:17,68372,visa-electron,Kwilith,New York City,New York,7790,NY
60370681,7625,10/23/2021,1:04,76906,diners-club-enroute,Realblab,Vero Beach,Florida,4090,FL
93941649,3255,07/15/2021,16:11,41361,americanexpress,Devbug,Fairbanks,Alaska,4558,AK
66232841,3049,07/19/2021,6:57,82856,americanexpress,Linklinks,Round Rock,Texas,7020,TX
47877307,2165,10/13/2021,14:06,45875,mastercard,Twimbo,Birmingham,Alabama,2774,AL
54484098,7558,07/17/2021,4:13,8032,mastercard,Yodel,El Paso,Texas,7470,TX
49377335,3725,09/06/2021,21:31,77022,mastercard,Photolist,Amarillo,Texas,6326,TX
48857954,6736,07/25/2021,0:56,6430,jcb,Youspan,Albany,New York,7460,NY
62987199,7341,10/14/2021,0:23,45306,jcb,Cogibox,Troy,Michigan,7992,MI
27667182,8916,03/20/2022,8:08,79697,americanexpress,InnoZ,Albuquerque,New Mexico,3203,NM
63192789,8234,07/31/2021,22:38,91133,visa,Oyope,Buffalo,New York,2547,NY
50938015,4809,06/15/2021,21:08,38702,jcb,Bubblebox,Shawnee Mission,Kansas,9094,KS
42516100,7487,06/27/2021,22:50,50335,maestro,Bubblebox,Portsmouth,New Hampshire,8116,NH
92667531,2416,02/16/2022,6:56,45797,jcb,Trudoo,Charleston,South Carolina,6759,SC
79509507,3042,03/06/2022,0:14,48388,jcb,Kwideo,Ridgely,Maryland,3682,MD
57839513,1145,08/14/2021,7:52,34723,mastercard,Skinder,Port Washington,New York,8032,NY
83260952,8599,06/27/2021,16:09,71944,mastercard,Oloo,Glendale,Arizona,4256,AZ
92494365,2779,11/17/2021,4:14,69594,jcb,Brainsphere,Springfield,Massachusetts,5967,MA
80972269,2524,06/15/2021,19:33,59915,jcb,Flashset,Trenton,New Jersey,1385,NJ
48919533,5159,01/06/2022,6:02,63728,china-unionpay,Kazio,Indianapolis,Indiana,3062,IN
76728681,3235,09/10/2021,9:24,3919,americanexpress,Jabbersphere,Los Angeles,California,8056,CA
33207776,4724,10/30/2021,10:54,6118,jcb,Quire,Tyler,Texas,7016,TX
12212342,4400,02/13/2022,4:52,99387,visa-electron,Tagpad,Birmingham,Alabama,3172,AL
66649135,5105,12/02/2021,6:47,38929,maestro,Shufflester,Midland,Texas,4002,TX
85713804,6376,06/19/2021,19:44,25118,maestro,Realcube,Washington,District of Columbia,9500,DC
40855122,4144,09/03/2021,15:43,55703,mastercard,Topiclounge,Charlotte,North Carolina,8454,NC
27075846,3967,07/23/2021,14:16,51199,jcb,Voonte,Washington,District of Columbia,4010,DC
13073172,5249,03/11/2022,6:44,40408,laser,Camimbo,Newport News,Virginia,1340,VA
36276324,4700,05/05/2021,14:20,87335,maestro,Feedspan,Saint Louis,Missouri,4614,MO
85191413,3202,12/15/2021,2:57,31792,mastercard,Nlounge,San Antonio,Texas,3188,TX
98657181,2968,01/27/2022,23:39,1262,diners-club-carte-blanche,Devcast,Minneapolis,Minnesota,4099,MN
75855757,9286,02/10/2022,8:20,36712,jcb,InnoZ,Peoria,Illinois,4522,IL
46906548,8983,09/28/2021,9:23,88393,jcb,Yodo,Austin,Texas,3270,TX
50513952,7261,05/25/2021,10:23,51598,jcb,Leenti,Bradenton,Florida,5844,FL
50069569,6402,02/16/2022,13:16,95343,jcb,Wikivu,Washington,District of Columbia,6324,DC
78748540,1844,09/05/2021,21:52,46157,jcb,Babblestorm,Oxnard,California,6307,CA
53166032,3586,11/21/2021,21:35,41187,americanexpress,Wikizz,Atlanta,Georgia,9224,GA
25936663,3638,11/20/2021,8:59,95143,jcb,Flashpoint,Birmingham,Alabama,4053,AL
50214637,1302,08/25/2021,1:56,53563,jcb,Browsedrive,Hamilton,Ohio,6180,OH
59183489,6582,11/18/2021,1:38,73568,jcb,Voomm,Charlotte,North Carolina,9186,NC
63531848,4397,12/26/2021,18:58,92678,jcb,Dabvine,Buffalo,New York,2676,NY
