customerNumber (CIF),cardLast4Digits,transactionDate,transactionTime,transactionAmount,transactionType,merchantName,merchantCity,merchantState,merchantZip,stateCode
82979723,1921,01/23/2022,8:20,2824,maestro,Lajo,Long Beach,California,2897,CA
56892678,6743,02/24/2022,5:38,30837,jcb,Topiczoom,Panama City,Florida,2322,FL
99156996,3805,07/27/2021,15:56,49268,maestro,Twitterwire,Fort Lauderdale,Florida,7232,FL
60701125,7306,01/27/2022,12:18,20632,mastercard,Skippad,Fort Worth,Texas,3612,TX
42404386,8608,08/21/2021,6:14,13620,jcb,Kwilith,Marietta,Georgia,9247,GA
87759187,7535,01/07/2022,0:14,69553,diners-club-enroute,Zava,Reading,Pennsylvania,7001,PA
36563576,8301,10/06/2021,15:13,469,visa-electron,Quire,Des Moines,Iowa,3763,IA
21708795,3138,07/06/2021,1:45,18883,jcb,Twitterbeat,Arlington,Texas,5563,TX
54192551,5927,03/01/2022,8:00,84964,jcb,Fiveclub,Montgomery,Alabama,3427,AL
88691619,2611,12/05/2021,17:29,86410,jcb,Rhyzio,Tuscaloosa,Alabama,2724,AL
49940411,3937,07/10/2021,0:06,19843,maestro,Jabbercube,San Bernardino,California,8934,CA
71123007,8322,03/28/2022,16:27,40637,diners-club-carte-blanche,Divape,Fort Wayne,Indiana,4742,IN
22942760,2358,05/12/2021,6:18,75000,bankcard,Meevee,Salt Lake City,Utah,1268,UT
38404427,4809,03/13/2022,14:37,81084,maestro,Meevee,Green Bay,Wisconsin,1700,WI
67211825,6693,05/03/2021,1:13,54282,americanexpress,Topicblab,Cincinnati,Ohio,9752,OH
34116684,4939,02/10/2022,2:39,86573,china-unionpay,Pixonyx,Salt Lake City,Utah,9258,UT
61998409,2831,01/04/2022,22:23,86196,jcb,Feedmix,Roanoke,Virginia,1438,VA
65514382,5769,04/11/2021,4:45,90032,diners-club-enroute,Dablist,Anaheim,California,4108,CA
33099186,9472,07/29/2021,14:59,66963,jcb,Kare,El Paso,Texas,7967,TX
47682424,4563,07/13/2021,4:21,51958,jcb,Dablist,Columbia,South Carolina,9104,SC
44743221,6401,12/27/2021,6:37,23836,switch,Flipbug,Waltham,Massachusetts,6717,MA
81181811,4313,01/27/2022,5:08,57117,maestro,Skipstorm,Santa Monica,California,9791,CA
37726139,9620,02/28/2022,19:56,36594,china-unionpay,Dabshots,Shawnee Mission,Kansas,4183,KS
16722730,9827,05/22/2021,20:47,45841,diners-club-enroute,Thoughtstorm,Tulsa,Oklahoma,7574,OK
47438642,3973,12/13/2021,9:49,98386,jcb,Browsezoom,Cleveland,Ohio,8150,OH
81239711,8755,11/27/2021,1:13,47078,jcb,Zoomlounge,Loretto,Minnesota,4029,MN
45850483,3308,03/18/2022,23:04,77603,visa-electron,Dynazzy,Lynchburg,Virginia,8462,VA
24715577,6053,10/22/2021,12:45,56171,jcb,Twitterlist,Boston,Massachusetts,9156,MA
16214673,1415,12/29/2021,19:49,13273,diners-club-us-ca,Oozz,Montgomery,Alabama,6207,AL
86333288,9121,07/16/2021,8:48,97138,jcb,Fatz,Charlotte,North Carolina,2637,NC
94960938,7426,09/01/2021,16:53,80589,jcb,Eare,Orlando,Florida,6184,FL
17351690,8195,07/12/2021,18:17,22102,jcb,Youbridge,Charlotte,North Carolina,5295,NC
18562263,5804,02/16/2022,6:34,40396,diners-club-carte-blanche,Eayo,Virginia Beach,Virginia,2357,VA
25892385,9383,12/18/2021,19:59,3597,jcb,Blogpad,Buffalo,New York,4389,NY
69640001,7775,08/28/2021,14:59,85438,diners-club-enroute,Zooxo,Washington,District of Columbia,3373,DC
89043581,7886,06/15/2021,4:28,54844,visa,Twimm,Albany,New York,7977,NY
45430575,8043,12/09/2021,7:21,38285,jcb,Jetpulse,Orlando,Florida,9144,FL
85200256,4717,07/20/2021,16:13,10155,jcb,Rooxo,Evansville,Indiana,5920,IN
17335267,4534,02/23/2022,13:16,95962,maestro,Eidel,Atlanta,Georgia,8387,GA
31885456,9290,08/18/2021,4:23,42022,mastercard,Devpulse,Reston,Virginia,1513,VA
97167945,8817,10/18/2021,12:47,46499,jcb,Vinder,Tulsa,Oklahoma,9472,OK
66779152,7210,12/14/2021,11:08,96958,jcb,Vidoo,Minneapolis,Minnesota,8121,MN
55091914,2833,01/07/2022,1:43,67733,mastercard,Voomm,Memphis,Tennessee,8108,TN
94935384,9609,03/25/2022,13:20,70522,jcb,Thoughtworks,Indianapolis,Indiana,8693,IN
26243437,9374,09/17/2021,5:53,97508,diners-club-enroute,Twinte,Portland,Oregon,9990,OR
18258830,7889,12/12/2021,9:05,51844,mastercard,Meezzy,Springfield,Illinois,1787,IL
26929008,9755,09/27/2021,5:17,34917,jcb,Shufflebeat,West Hartford,Connecticut,2320,CT
83485200,7805,01/11/2022,5:01,61852,visa-electron,Tagopia,San Antonio,Texas,9161,TX
59845348,4735,03/19/2022,19:52,51803,visa-electron,Meetz,Northridge,California,1990,CA
14724494,9522,08/02/2021,1:02,39502,diners-club-enroute,Twinder,Richmond,Virginia,5214,VA
34806887,7614,03/20/2022,1:29,5145,jcb,Geba,Rochester,New York,3370,NY
45702610,7938,10/09/2021,21:14,11278,jcb,Shuffletag,New York City,New York,6461,NY
38884744,2422,12/02/2021,21:23,23217,maestro,Zazio,Miami,Florida,7075,FL
29261616,6089,04/19/2021,12:44,19775,diners-club-enroute,Skajo,Louisville,Kentucky,1956,KY
48585650,9676,08/29/2021,23:07,37008,americanexpress,Zava,Fort Pierce,Florida,3051,FL
28315376,1612,06/27/2021,20:28,31980,jcb,Jabberstorm,Decatur,Illinois,5948,IL
31700157,2729,04/09/2021,13:19,56011,jcb,Vipe,San Francisco,California,6613,CA
83470433,1295,06/23/2021,9:59,77826,jcb,Skidoo,Amarillo,Texas,3526,TX
14637823,8896,02/12/2022,15:37,44186,americanexpress,Aibox,Waco,Texas,9902,TX
40900106,3387,08/26/2021,12:14,89084,solo,Jaxbean,Baton Rouge,Louisiana,9033,LA
24255159,5251,03/21/2022,9:38,22067,china-unionpay,Voomm,Seattle,Washington,2397,WA
34257017,4735,02/08/2022,4:38,64888,bankcard,Wordify,Toledo,Ohio,6953,OH
56169233,8546,08/09/2021,1:31,12410,maestro,Kwideo,Los Angeles,California,6880,CA
75863937,3117,06/08/2021,2:50,86922,jcb,Edgeify,Rochester,New York,5411,NY
97589615,9039,06/30/2021,3:44,24706,china-unionpay,Skiptube,Milwaukee,Wisconsin,4017,WI
33828780,6580,03/04/2022,9:44,64823,switch,Feedmix,El Paso,Texas,1176,TX
26966096,1601,05/10/2021,5:17,44568,jcb,Oloo,Inglewood,California,3435,CA
97248218,7675,06/30/2021,1:27,12124,visa-electron,Jetpulse,Palm Bay,Florida,3907,FL
96286488,1223,09/06/2021,9:22,39290,jcb,Edgeclub,Columbus,Ohio,9921,OH
12645939,5446,03/24/2022,17:57,43806,americanexpress,Twimbo,Rochester,New York,8029,NY
