customerNumber (CIF),cardLast4Digits,transactionDate,transactionTime,transactionAmount,transactionType,merchantName,merchantCity,merchantState,merchantZip,stateCode
48462190,3193,07/31/2021,13:51,65258,jcb,Jaxnation,Memphis,Tennessee,1479,TN
93239797,8017,03/16/2022,13:34,11848,jcb,Fivespan,Brooklyn,New York,5543,NY
77915196,5378,07/25/2021,14:36,29034,jcb,Eadel,Washington,District of Columbia,1682,DC
96997489,8723,06/23/2021,22:27,82174,visa,Quimm,Allentown,Pennsylvania,8199,PA
47248978,9700,09/19/2021,11:55,37321,jcb,Zoovu,Inglewood,California,2209,CA
86379426,1468,07/14/2021,23:11,78675,switch,Talane,Fresno,California,4612,CA
28832513,3926,05/16/2021,10:10,32438,maestro,Riffwire,Augusta,Georgia,7532,GA
22089367,5632,08/03/2021,9:31,22535,jcb,Trilith,Wichita,Kansas,7731,KS
16878738,6455,06/24/2021,18:54,27062,visa-electron,Fadeo,Los Angeles,California,6801,CA
16638656,3282,11/20/2021,10:17,52369,switch,Tavu,Cincinnati,Ohio,2659,OH
57957080,8958,08/27/2021,4:04,29036,bankcard,Kaymbo,Nashville,Tennessee,2807,TN
11138509,1789,12/11/2021,7:49,39522,mastercard,Bubbletube,Augusta,Georgia,2221,GA
48199251,3902,10/09/2021,16:01,68118,mastercard,Eabox,Shawnee Mission,Kansas,9722,KS
72706563,2278,03/29/2022,10:13,67030,diners-club-carte-blanche,Bluezoom,New York City,New York,2680,NY
91641488,6015,06/11/2021,6:19,5948,laser,Blogtags,Springfield,Massachusetts,3959,MA
86257148,6046,08/11/2021,9:37,23168,maestro,Jayo,San Francisco,California,3510,CA
12813938,4719,04/09/2021,20:30,11498,jcb,Divanoodle,Charleston,West Virginia,2580,WV
31690182,8351,02/12/2022,13:02,72137,jcb,Eamia,Riverside,California,8493,CA
66780955,9428,02/18/2022,11:34,90209,switch,Youbridge,Saint Petersburg,Florida,9100,FL
71122583,1385,07/12/2021,0:51,72139,switch,Zoovu,Saint Louis,Missouri,8703,MO
37159141,2184,11/01/2021,10:30,39309,maestro,Fiveclub,Albuquerque,New Mexico,5676,NM
15553373,9089,02/03/2022,20:11,86985,visa-electron,Meevee,Pittsburgh,Pennsylvania,3634,PA
95018467,1332,10/29/2021,13:14,52051,jcb,Eabox,Lexington,Kentucky,7309,KY
51287118,5630,07/03/2021,4:40,66825,mastercard,Twinte,Macon,Georgia,8275,GA
63261573,2901,06/10/2021,8:35,28707,maestro,Browsecat,Tulsa,Oklahoma,4706,OK
38614587,7677,07/19/2021,13:28,4310,bankcard,Dynazzy,Dallas,Texas,6055,TX
61141942,7026,09/29/2021,1:32,41119,visa,Blogspan,Boston,Massachusetts,9708,MA
88545315,1341,08/04/2021,13:47,47837,jcb,Miboo,Memphis,Tennessee,6178,TN
73200399,3144,04/20/2021,21:37,59924,jcb,Photojam,Oklahoma City,Oklahoma,7303,OK
64376157,1885,01/16/2022,18:43,59947,diners-club-enroute,Tekfly,Kansas City,Missouri,1961,MO
63764864,8185,10/08/2021,0:28,69644,diners-club-enroute,Voolith,Killeen,Texas,1321,TX
42615207,8757,09/11/2021,7:53,15139,jcb,Vinte,Miami,Florida,5047,FL
52318036,3422,01/21/2022,14:00,47986,diners-club-enroute,Riffpath,Jacksonville,Florida,2816,FL
35278878,7140,08/22/2021,22:24,30393,jcb,Aimbu,Vero Beach,Florida,7301,FL
78378001,2821,04/16/2021,13:51,47041,jcb,Jatri,Elizabeth,New Jersey,2120,NJ
61309673,5809,03/24/2022,1:25,47120,visa-electron,Quimba,Amarillo,Texas,2688,TX
51001068,8063,04/30/2021,23:24,71714,jcb,Centimia,Long Beach,California,4595,CA
79081789,1488,12/19/2021,5:11,57523,jcb,Skiptube,Brooklyn,New York,9211,NY
38317798,1265,08/29/2021,8:07,66047,jcb,Skimia,Indianapolis,Indiana,8947,IN
65728645,2127,04/09/2021,0:33,6408,jcb,Topicblab,Saint Louis,Missouri,1204,MO
78133227,9666,01/22/2022,14:08,30906,maestro,Yacero,Charleston,West Virginia,9866,WV
53497936,6644,09/25/2021,16:51,78413,bankcard,Tagpad,Minneapolis,Minnesota,4679,MN
53953198,2378,08/31/2021,8:37,65634,china-unionpay,Yabox,Boynton Beach,Florida,3890,FL
72481693,3869,06/28/2021,11:13,98172,bankcard,Gigazoom,Saint Petersburg,Florida,6798,FL
53580666,4676,10/25/2021,14:54,31985,jcb,Feedfish,Minneapolis,Minnesota,4640,MN
68795223,8510,02/04/2022,23:04,21138,jcb,Zoonder,Schenectady,New York,5137,NY
17553654,4615,02/04/2022,9:57,98553,jcb,Youbridge,Muncie,Indiana,7895,IN
63726897,7767,12/31/2021,16:19,60314,diners-club-carte-blanche,Meemm,Louisville,Kentucky,7646,KY
40310931,3747,05/19/2021,14:36,88580,diners-club-enroute,Dazzlesphere,Stockton,California,9776,CA
51082489,8082,02/03/2022,19:59,27165,jcb,Kare,Pompano Beach,Florida,2655,FL
18783196,2305,03/06/2022,2:17,10400,jcb,Voonte,Dallas,Texas,6784,TX
78860737,2386,01/06/2022,2:09,11964,jcb,Browsebug,San Rafael,California,2166,CA
25995905,4765,10/26/2021,0:40,35665,jcb,Twimm,Bethlehem,Pennsylvania,9319,PA
19808319,7074,08/05/2021,20:50,43179,americanexpress,Chatterbridge,Laurel,Maryland,9337,MD
78361389,1941,09/21/2021,7:55,11686,visa,Riffwire,Boston,Massachusetts,3999,MA
11949125,2566,06/02/2021,16:03,19108,jcb,Thoughtworks,Springfield,Missouri,4856,MO
85949405,7888,01/12/2022,10:32,90968,jcb,Dynava,Tuscaloosa,Alabama,2094,AL
44976155,8948,09/28/2021,11:53,78173,diners-club-carte-blanche,Shufflebeat,Grand Forks,North Dakota,4328,ND
69749665,5631,04/20/2021,6:01,20479,jcb,Jazzy,Phoenix,Arizona,6132,AZ
93714079,6163,01/28/2022,15:52,33450,jcb,Flipbug,Sacramento,California,8837,CA
25116990,8642,05/10/2021,15:52,72957,mastercard,Fivechat,Washington,District of Columbia,7661,DC
81965848,5234,02/28/2022,10:39,8322,americanexpress,Twinte,Columbus,Mississippi,2503,MS
87388447,4863,09/15/2021,9:39,55683,instapayment,Ntag,Schaumburg,Illinois,9057,IL
40530400,3308,08/23/2021,22:13,84548,maestro,Kimia,Lansing,Michigan,1421,MI
36924716,9402,09/17/2021,17:01,92931,jcb,Skipstorm,Miami,Florida,3849,FL
29122672,4430,09/17/2021,3:53,68804,jcb,Realpoint,Tulsa,Oklahoma,8722,OK
63107935,1817,02/14/2022,17:58,21547,americanexpress,Thoughtsphere,Sioux City,Iowa,2696,IA
23321680,3663,04/10/2021,18:22,58959,visa-electron,Realcube,San Francisco,California,2119,CA
86546478,2215,12/17/2021,10:52,251,jcb,Jaxspan,Kent,Washington,1279,WA
80272240,8359,04/30/2021,10:19,60605,switch,Linklinks,Los Angeles,California,1404,CA
76913032,9088,04/13/2021,9:51,87878,jcb,Skyndu,Dallas,Texas,9578,TX
28087498,5655,05/13/2021,12:52,58393,jcb,Thoughtstorm,Milwaukee,Wisconsin,9803,WI
71366373,3503,04/25/2021,9:31,82137,jcb,Thoughtstorm,Stockton,California,7819,CA
65548107,9336,08/31/2021,22:12,38470,jcb,Skippad,Kansas City,Kansas,7662,KS
31531631,7441,01/07/2022,15:01,46628,jcb,Devbug,Washington,District of Columbia,2641,DC
53975147,1502,03/06/2022,7:24,15419,jcb,Youtags,Miami,Florida,1570,FL
76243024,4802,07/06/2021,3:40,12495,visa-electron,Pixonyx,Denver,Colorado,9624,CO
72222298,6138,12/25/2021,8:51,91061,bankcard,Quire,Albany,New York,2408,NY
94373119,5966,04/10/2021,22:45,31874,mastercard,Realcube,Houston,Texas,3317,TX
17725704,8328,06/22/2021,1:31,92746,diners-club-enroute,Fivebridge,Salt Lake City,Utah,5380,UT
