customerNumber (CIF),cardLast4Digits,transactionDate,transactionTime,transactionAmount,transactionType,merchantName,merchantCity,merchantState,merchantZip,stateCode
81795836,2746,06/26/2021,12:26,15832,diners-club-carte-blanche,Zooxo,Santa Ana,California,3085,CA
70447919,4141,11/24/2021,17:49,33435,jcb,Roombo,Honolulu,Hawaii,7082,HI
39882514,1924,11/03/2021,18:54,19389,jcb,Eire,Spokane,Washington,3682,WA
83664097,4521,11/10/2021,16:28,10592,diners-club-enroute,Tagtune,Monticello,Minnesota,2846,MN
16378168,5001,10/15/2021,6:37,46031,jcb,Blogspan,New Bedford,Massachusetts,4209,MA
73352454,3024,06/28/2021,5:18,57212,jcb,Edgeify,Louisville,Kentucky,7724,KY
25063798,4941,08/18/2021,8:40,45281,maestro,Skaboo,Atlanta,Georgia,8897,GA
57963538,6842,03/10/2022,8:20,40554,diners-club-carte-blanche,Zooveo,Charleston,South Carolina,9878,SC
61064521,3201,03/03/2022,1:32,49449,visa,Jabbersphere,Little Rock,Arkansas,9915,AR
50352567,1855,05/06/2021,18:27,75257,visa-electron,Gevee,Oklahoma City,Oklahoma,6024,OK
43218985,2295,10/04/2021,7:19,59132,jcb,Lazzy,Austin,Texas,4245,TX
36720633,4312,04/02/2022,9:12,33567,mastercard,Voonyx,Atlanta,Georgia,7447,GA
45505536,1548,10/18/2021,16:56,74393,china-unionpay,Browsecat,Wilmington,North Carolina,9304,NC
64638455,4106,12/30/2021,18:59,33952,maestro,Browsetype,Staten Island,New York,2729,NY
80315176,4507,11/19/2021,6:32,49797,jcb,Riffpath,Las Vegas,Nevada,2181,NV
51655690,2165,09/21/2021,23:50,52776,mastercard,Layo,Montgomery,Alabama,6316,AL
73113842,8160,08/03/2021,6:45,10580,diners-club-carte-blanche,Podcat,West Palm Beach,Florida,7747,FL
27183897,7887,06/07/2021,21:00,16128,diners-club-carte-blanche,Dabjam,Fresno,California,5118,CA
69159922,4206,10/28/2021,0:51,2644,switch,Tavu,Norfolk,Virginia,1142,VA
47153479,7483,06/27/2021,7:50,71332,jcb,Dynabox,San Jose,California,6565,CA
93846754,4907,09/13/2021,22:33,27437,jcb,Fadeo,Washington,District of Columbia,3275,DC
78515725,4624,10/03/2021,7:52,43232,bankcard,Skaboo,Washington,District of Columbia,9247,DC
78725137,9954,06/11/2021,20:54,56110,mastercard,Feedmix,Miami,Florida,7783,FL
37075471,2182,12/18/2021,1:13,76907,jcb,Skidoo,Baltimore,Maryland,5265,MD
90766447,2025,09/17/2021,7:39,74302,maestro,Zoovu,Rochester,New York,8945,NY
85086332,8320,06/26/2021,3:14,34178,china-unionpay,Yombu,Sacramento,California,4828,CA
97980116,2098,06/06/2021,20:04,94813,jcb,Kwimbee,Chicago,Illinois,1936,IL
15871846,3153,11/30/2021,1:41,93271,maestro,Oyoba,Delray Beach,Florida,6446,FL
27973766,5471,04/12/2021,4:09,14325,laser,Kanoodle,Indianapolis,Indiana,4685,IN
97110835,5117,10/08/2021,21:03,23066,mastercard,Twitterlist,Davenport,Iowa,6942,IA
38587604,2852,07/22/2021,22:02,28768,jcb,Topiclounge,Birmingham,Alabama,2401,AL
11735920,8878,12/02/2021,13:11,36031,jcb,Einti,Louisville,Kentucky,7580,KY
52062564,5161,08/17/2021,17:49,46541,switch,Ailane,Nashville,Tennessee,2919,TN
30504275,5944,12/25/2021,15:50,52346,jcb,Voomm,Fort Myers,Florida,5557,FL
75764383,2629,07/23/2021,1:34,42879,switch,Omba,Pasadena,California,9673,CA
26100566,2124,07/18/2021,5:36,96360,mastercard,Blogtags,Syracuse,New York,1328,NY
